KxIndex	ContractId	Age	Gender	Children	Profession	"Customer Type"	"Multiple cars"	"Driving Licence Years"	"Car category"	"Annual Kilometers"	Gearbox	Fuel	Claim	rr_Claim
1445	1766	48	Man	2	Unemployed	Agency	No	4	Estate	29433	Automatic	Petrol		0.072926911920216636
1446	1767	70	Woman	2	Independant	Agency	Yes	4	Saloon	24951	Manual	Diesel		-0.0063028161282954603
1447	1768	24	Woman	4+	"Public Sector - Director"	Agency	No	6	Estate	31119	Manual	Petrol		-0.074084588003040186
1448	1769	38	Man	3	"Public Sector - Manager"	On-line	No	15	Estate	19765	Manual	Diesel		0.37403518308462702
1449	1770	29	Man	0	Independant	On-line	No	7	Saloon	38566	Automatic	Petrol		0.26790206220790508
1450	1772	38	Woman	0	"Private Sector - Director"	Agency	No	7	Estate	19665	Automatic	Petrol		0.13156578853897449
1451	1773	48	Man	4+	Unemployed	Agency	No	18	Estate	37345	Automatic	Diesel		0.20536221720106779
1452	1776	26	Woman	4+	"Private Sector - Director"	Agency	No	8	Estate	22791	Automatic	Diesel		0.098446605335923115
1453	1777	38	Woman	1	"Private Sector - Manager"	Agency	No	7	Estate	26820	Manual	Diesel		0.10369479386172852
1454	1778	49	Man	2	"Public Sector - Employee"	Agency	Yes	15	Saloon	19508	Manual	Petrol		0.093373445052192264
1455	1780	54	Man	2	"Private Sector - Employee"	Agency	No	15	Estate	35104	Automatic	Diesel		0.11410643321012753
1456	1781	48	Woman	1	"Private Sector - Employee"	Agency	No	18	Estate	32231	Automatic	Diesel		-0.0098424906456931055
1457	1782	43	Woman	4+	"Public Sector - Director"	Agency	Yes	21	Sport	40062	Automatic	Petrol		0.024742365813563968
1458	1784	70	Man	2	"Private Sector - Director"	Agency	No	22	Saloon	33578	Automatic	Petrol		0.10777404552777743
1459	1785	50	Man	1	Student	Agency	No	11	Estate	15351	Automatic	Diesel		0.12656298372856489
1460	1786	35	Woman	2	Government	On-line	No	10	Saloon	44680	Manual	Diesel		0.015675223002438704
1461	1788	78	Woman	4+	"Private Sector - Manager"	Agency	No	13	Saloon	45469	Manual	Diesel		0.17538057264759344
1462	1790	64	Woman	3	Independant	Agency	No	21	Saloon	25294	Automatic	Diesel		0.058728113894147373
1463	1791	84	Woman	4+	Government	Agency	No	12	Sport	38850	Automatic	Diesel		0.4115076237429478
1464	1792	51	Woman	3	"Public Sector - Director"	Agency	No	11	Saloon	26004	Automatic	Diesel		-0.033428760396954485
1465	1794	45	Woman	0	Unemployed	Agency	No	15	Sport	34372	Automatic	Diesel		0.40340856698938538
1466	1795	38	Man	1	"Public Sector - Director"	Agency	No	13	Saloon	32161	Automatic	Diesel		0.18860477152284039
1467	1797	19	Woman	1	"Private Sector - Manager"	Agency	No	1	Saloon	29615	Automatic	Petrol		0.015671384092077953
1468	1798	38	Man	0	Unemployed	Agency	No	19	Sport	30232	Manual	Diesel		0.62200217094880084
1469	1799	28	Man	4+	Retired	Agency	No	9	Saloon	23222	Manual	Petrol		0.14280392080935572
1470	1801	72	Woman	0	Government	Agency	Yes	9	Sport	22940	Automatic	Diesel		0.33687751498714091
1471	1802	76	Man	4+	Retired	Agency	No	20	Sport	23347	Automatic	Diesel		0.58204859229139949
1472	1803	33	Man	2	Retired	Agency	No	12	Sport	34696	Automatic	Diesel		0.45277695650151006
1473	1804	53	Man	0	"Private Sector - Employee"	Agency	Yes	4	Saloon	29024	Manual	Diesel		0.23226411121808532
1474	1805	28	Man	2	Government	On-line	Yes	10	Estate	22226	Automatic	Petrol		0.139695793136761
1475	1806	46	Woman	4+	Retired	Agency	Yes	11	Saloon	12373	Automatic	Diesel		0.004622243523008697
1476	1807	29	Woman	2	"Public Sector - Manager"	Agency	No	10	Sport	33788	Automatic	Diesel		0.39917599638052942
1477	1808	78	Woman	2	"Public Sector - Manager"	Agency	Yes	16	Sport	24926	Manual	Diesel		0.56108228157241724
1478	1809	43	Man	4+	Government	On-line	No	7	Estate	22275	Manual	Diesel		0.1310536714164755
1479	1810	76	Woman	0	Student	On-line	No	4	Saloon	41051	Automatic	Diesel		0.32020305006651367
1480	1811	51	Woman	0	"Public Sector - Manager"	Agency	Yes	8	Sport	26125	Manual	Diesel		0.48343172585294103
1481	1812	70	Woman	4+	Unemployed	Agency	No	5	Saloon	36420	Manual	Diesel		-0.00022693065936936485
1482	1813	25	Woman	0	"Private Sector - Employee"	On-line	No	7	Sport	9448	Manual	Diesel		0.30494430663904176
1483	1814	20	Woman	4+	Student	On-line	No	2	Estate	30517	Automatic	Diesel		0.094730860836974226
1484	1815	54	Man	2	Independant	Agency	Yes	5	Estate	33404	Automatic	Diesel		0.14253157277354472
1485	1816	41	Man	4+	Government	On-line	No	13	Sport	45214	Manual	Petrol		0.21531204355289596
1486	1817	45	Man	1	Retired	On-line	No	10	Estate	25684	Manual	Diesel		0.17439409634361153
1487	1821	47	Man	0	Government	Agency	Yes	15	Sport	44325	Automatic	Diesel		0.45943738178872667
1488	1822	65	Man	4+	"Private Sector - Employee"	Agency	No	22	Saloon	25015	Manual	Petrol		0.026930295099619111
1489	1823	74	Woman	4+	"Public Sector - Manager"	Agency	No	19	Estate	30263	Automatic	Diesel		0.18207753820671269
1490	1825	48	Woman	2	Unemployed	Agency	No	16	Sport	29331	Automatic	Petrol		0.16514533926537606
1491	1826	72	Man	4+	Independant	On-line	Yes	16	Sport	29727	Automatic	Diesel		0.36507792341299272
1492	1827	61	Woman	4+	"Private Sector - Employee"	Agency	Yes	20	Estate	15637	Automatic	Diesel		-0.064096667150654346
1493	1828	59	Woman	2	"Public Sector - Director"	Agency	No	3	Saloon	34260	Automatic	Diesel		-0.078002252873569281
1494	1829	69	Woman	3	"Public Sector - Director"	On-line	No	5	Saloon	18179	Automatic	Diesel		-0.12695561570685054
1495	1833	35	Man	0	"Private Sector - Employee"	Agency	No	17	Saloon	28532	Manual	Petrol		0.2646175119910591
1496	1834	54	Woman	1	Independant	On-line	No	13	Estate	24491	Automatic	Diesel		0.052225334094898442
1497	1836	56	Man	1	Independant	Agency	Yes	5	Sport	31887	Manual	Diesel		0.32215421581684545
1498	1837	21	Woman	4+	"Public Sector - Employee"	On-line	No	3	Sport	29839	Manual	Diesel		0.2888058181659845
1499	1838	63	Woman	4+	"Private Sector - Manager"	On-line	Yes	15	Sport	21599	Automatic	Diesel		0.2271360109033439
1500	1839	21	Man	1	"Private Sector - Manager"	Agency	Yes	3	Sport	25658	Automatic	Petrol		0.33016273658218898
1501	1840	48	Man	0	"Private Sector - Employee"	Agency	Yes	8	Estate	27784	Automatic	Diesel		0.24326204852400429
1502	1841	21	Man	2	Independant	On-line	No	3	Saloon	23129	Automatic	Diesel		0.22162587897994007
1503	1842	52	Man	1	Unemployed	Agency	No	5	Saloon	25295	Automatic	Diesel		0.16296477193828923
1504	1843	21	Woman	4+	Independant	Agency	No	3	Sport	20629	Automatic	Diesel		0.25036780651257162
1505	1844	28	Man	4+	"Private Sector - Director"	On-line	No	10	Saloon	30055	Automatic	Petrol		0.15619612121450294
1506	1845	50	Man	4+	Student	On-line	No	15	Saloon	24238	Automatic	Diesel		0.19487241451968351
1507	1847	63	Woman	2	"Private Sector - Employee"	Agency	No	21	Estate	21973	Automatic	Petrol		-0.12439972199158895
1508	1848	55	Woman	1	"Public Sector - Director"	On-line	No	21	Estate	23142	Manual	Diesel		-0.017940369862485081
1509	1851	39	Man	3	Student	Agency	No	12	Estate	21840	Automatic	Diesel		0.24678981849231624
1510	1853	47	Woman	2	"Private Sector - Director"	Agency	Yes	9	Estate	24175	Automatic	Diesel		0.027786488396616696
1511	1854	43	Woman	2	Retired	Agency	Yes	12	Saloon	17304	Manual	Diesel		-0.00078100153762852842
1512	1855	37	Woman	2	"Public Sector - Employee"	Agency	Yes	18	Saloon	37630	Automatic	Petrol		0.038885853373323231
1513	1856	30	Woman	4+	"Private Sector - Director"	Agency	No	9	Saloon	37034	Automatic	Diesel		0.09470129735543753
1514	1858	74	Man	2	Retired	Agency	No	14	Sport	32048	Automatic	Petrol		0.27511011804447044
1515	1859	18	Man	2	"Private Sector - Director"	Agency	No	0	Estate	30246	Automatic	Petrol		0.15185670793217687
1516	1860	25	Woman	0	Student	Agency	No	7	Sport	19258	Automatic	Diesel		0.40062622744643867
1517	1862	37	Man	1	Student	On-line	No	18	Saloon	42124	Automatic	Diesel		0.22720942353173235
1518	1863	51	Man	1	Independant	Agency	No	9	Estate	12955	Automatic	Diesel		0.10556734421216415
1519	1864	74	Woman	4+	Independant	Agency	No	4	Estate	23631	Manual	Petrol		-0.11030331974128833
1520	1865	52	Man	0	"Private Sector - Employee"	Agency	Yes	9	Saloon	8435	Automatic	Petrol		0.091388991854325266
1521	1866	50	Man	0	Government	Agency	No	20	Saloon	25388	Automatic	Diesel		0.37587495137381577
1522	1867	20	Man	4+	"Public Sector - Employee"	Agency	No	2	Estate	28070	Automatic	Diesel		0.2523655606979191
1523	1868	56	Woman	4+	Unemployed	Agency	Yes	3	Estate	32846	Automatic	Petrol		-0.079098822601588195
1524	1869	57	Woman	2	Independant	Agency	No	8	Saloon	28360	Automatic	Diesel		0.017282666935251184
1525	1870	45	Woman	2	Student	Agency	No	11	Saloon	32991	Automatic	Diesel		0.036057266483515746
1526	1871	70	Man	4+	Student	On-line	Yes	17	Sport	31087	Automatic	Petrol		0.27004788477924591
1527	1873	47	Man	4+	"Private Sector - Manager"	Agency	Yes	3	Estate	20220	Automatic	Petrol		0.045038546758650086
1528	1874	23	Woman	2	"Private Sector - Director"	Agency	No	5	Sport	24832	Automatic	Petrol		0.18929818348164046
1529	1875	69	Woman	2	"Public Sector - Employee"	Agency	No	12	Saloon	40762	Automatic	Diesel		0.021239860399462421
1530	1878	73	Woman	3	Independant	On-line	Yes	21	Sport	24242	Automatic	Diesel		0.22484807166794291
1531	1879	18	Woman	0	Independant	On-line	Yes	0	Estate	14181	Manual	Petrol		0.10256422878264536
1532	1881	40	Man	0	Retired	Agency	Yes	8	Saloon	15869	Automatic	Diesel		0.33931516183402494
1533	1882	32	Woman	4+	Government	Agency	No	14	Saloon	17440	Automatic	Diesel		0.097872523999883082
1534	1883	35	Man	4+	Retired	On-line	No	17	Estate	15565	Automatic	Diesel		0.23736111573251273
1535	1884	56	Man	2	Unemployed	Agency	Yes	18	Estate	23542	Manual	Diesel		0.20541916107527208
1536	1885	20	Woman	4+	"Public Sector - Director"	Agency	No	2	Sport	21359	Automatic	Petrol		0.084170380639957312
1537	1886	67	Woman	2	Independant	Agency	No	6	Saloon	19360	Automatic	Diesel		-0.026254567063621267
1538	1888	33	Man	4+	Retired	On-line	No	10	Saloon	28076	Automatic	Diesel		0.25073323403441428
1539	1889	36	Man	2	Unemployed	Agency	No	8	Estate	43317	Manual	Petrol		0.055284989874928317
1540	1890	50	Woman	4+	Student	On-line	Yes	19	Sport	34596	Manual	Petrol		0.14277464869243034
1541	1891	41	Woman	4+	Independant	Agency	No	19	Sport	24388	Automatic	Petrol		0.15522376409458999
1542	1892	47	Man	2	"Public Sector - Director"	Agency	Yes	11	Saloon	22270	Automatic	Diesel		0.089466318310190029
1543	1893	62	Man	2	"Private Sector - Manager"	Agency	Yes	9	Estate	46491	Automatic	Diesel		0.072073534066893485
1544	1894	19	Man	4+	Independant	Agency	No	1	Saloon	23562	Automatic	Petrol		0.12780982733524782
1545	1897	52	Woman	2	Student	On-line	No	13	Sport	33797	Manual	Diesel		0.22986056970498642
1546	1898	47	Woman	1	Independant	Agency	No	8	Estate	33309	Automatic	Petrol		-0.082176776215387895
1547	1899	19	Woman	0	"Public Sector - Manager"	On-line	No	1	Sport	37875	Manual	Petrol		0.44546255271277135
1548	1900	76	Woman	4+	Student	On-line	No	5	Estate	46227	Manual	Diesel		0.1161065056805444
1549	1902	32	Man	2	Government	Agency	Yes	13	Saloon	24829	Manual	Diesel		0.28247966902702476
1550	1903	70	Man	1	Student	Agency	No	12	Saloon	18800	Manual	Petrol		0.055900894826863487
1551	1904	86	Man	1	Independant	Agency	No	18	Sport	34352	Manual	Diesel		0.55761587271560276
1552	1905	60	Man	4+	Retired	Agency	Yes	9	Sport	30624	Automatic	Petrol		0.24651650748101067
1553	1908	68	Man	1	"Public Sector - Manager"	On-line	No	16	Sport	30732	Automatic	Diesel		0.49755212952859401
1554	1909	72	Man	2	Government	Agency	Yes	18	Saloon	21521	Manual	Diesel		0.18385127502482762
1555	1910	68	Woman	0	Independant	On-line	No	15	Sport	15105	Automatic	Diesel		0.33059364609687747
1556	1912	40	Woman	4+	Unemployed	On-line	No	5	Saloon	26039	Automatic	Diesel		0.09561440221536624
1557	1913	60	Man	4+	"Public Sector - Employee"	On-line	No	8	Estate	19932	Automatic	Diesel		0.13675778482294085
1558	1914	79	Man	2	Unemployed	Agency	No	21	Sport	26589	Manual	Diesel		0.59502829468478757
1559	1915	20	Man	3	"Public Sector - Director"	Agency	Yes	2	Sport	40689	Automatic	Petrol		0.20439974428759466
1560	1916	53	Man	2	Retired	Agency	No	22	Sport	28210	Automatic	Diesel		0.4056686085281887
1561	1918	73	Man	0	"Private Sector - Director"	On-line	Yes	7	Saloon	17555	Automatic	Diesel		0.25391890630209146
1562	1919	44	Woman	4+	"Public Sector - Manager"	On-line	Yes	17	Estate	12776	Automatic	Petrol		0.053391435466695128
1563	1921	78	Man	2	Unemployed	On-line	No	12	Saloon	40268	Manual	Diesel		0.36774782707974607
1564	1922	49	Woman	4+	"Private Sector - Manager"	Agency	No	15	Saloon	24828	Manual	Diesel		0.074161192517175317
1565	1924	54	Woman	0	"Private Sector - Manager"	On-line	Yes	9	Saloon	24412	Manual	Diesel		0.17968568476940044
1566	1926	40	Man	4+	"Public Sector - Manager"	On-line	No	3	Estate	24068	Manual	Diesel		0.33928517479392067
1567	1927	54	Woman	0	"Public Sector - Director"	Agency	Yes	22	Saloon	19133	Manual	Petrol		0.02611868865347429
1568	1928	41	Man	2	Student	Agency	No	12	Sport	22851	Automatic	Diesel		0.37187358877299298
1569	1929	44	Man	2	"Private Sector - Manager"	Agency	No	20	Sport	39334	Automatic	Petrol		0.27904310731145032
1570	1930	62	Woman	0	"Private Sector - Employee"	Agency	Yes	4	Sport	41296	Automatic	Diesel		0.22068272199289857
1571	1931	21	Man	2	Retired	Agency	No	3	Sport	28446	Automatic	Diesel		0.42980849740150945
1572	1932	93	Man	4+	"Private Sector - Director"	Agency	No	10	Saloon	34231	Manual	Petrol		0.24600325489956348
1573	1933	48	Man	0	Independant	Agency	Yes	18	Sport	21814	Automatic	Petrol		0.42635457244756009
1574	1934	77	Man	2	Student	On-line	Yes	7	Sport	41165	Manual	Diesel		0.48352683429215354
1575	1935	44	Woman	2	Government	Agency	No	14	Saloon	43109	Automatic	Petrol		-0.10644650625508968
1576	1936	74	Woman	1	"Private Sector - Director"	On-line	Yes	17	Sport	13135	Automatic	Diesel		0.18846319521519145
1577	1937	42	Woman	2	Retired	On-line	No	5	Saloon	12113	Automatic	Petrol		-0.18654306943027904
1578	1938	41	Woman	4+	Retired	Agency	No	22	Saloon	21733	Automatic	Diesel		0.078809506329545864
1579	1939	46	Woman	4+	Retired	Agency	No	6	Sport	19201	Automatic	Petrol		0.084711626084833389
1580	1940	20	Woman	1	Independant	Agency	No	2	Estate	16426	Automatic	Diesel		0.043073180573292388
1581	1941	67	Man	2	Retired	Agency	No	17	Estate	23533	Automatic	Petrol		0.10045062841007572
1582	1942	25	Man	2	Government	Agency	No	7	Sport	36584	Automatic	Diesel		0.4135847053731494
1583	1943	50	Man	1	"Public Sector - Director"	Agency	Yes	4	Estate	22264	Automatic	Diesel		0.061212401447720916
1584	1944	76	Woman	4+	Government	Agency	No	3	Estate	39034	Manual	Diesel		0.19195684174426592
1585	1945	70	Woman	2	"Public Sector - Employee"	Agency	Yes	10	Saloon	25286	Automatic	Diesel		0.017583170555700342
1586	1946	56	Woman	4+	Unemployed	Agency	No	22	Estate	28666	Manual	Petrol		-0.008475582437057684
1587	1947	29	Man	2	Unemployed	Agency	No	11	Sport	19270	Automatic	Diesel		0.41769463940708906
1588	1948	47	Woman	0	"Private Sector - Employee"	Agency	No	22	Saloon	19315	Automatic	Petrol		0.030909627232175219
1589	1951	50	Woman	1	Government	Agency	Yes	7	Sport	26023	Manual	Petrol		0.11542122548624702
1590	1953	19	Woman	1	Retired	Agency	Yes	1	Estate	28598	Manual	Diesel		0.11286189258904993
1591	1954	47	Woman	2	"Private Sector - Manager"	Agency	No	6	Estate	26215	Manual	Petrol		-0.062093224326794066
1592	1955	67	Man	4+	Student	Agency	No	12	Sport	28437	Automatic	Petrol		0.27147444814583044
1593	1956	80	Man	2	"Private Sector - Employee"	Agency	No	22	Sport	48240	Automatic	Diesel		0.41244627341793905
1594	1957	51	Woman	4+	"Public Sector - Manager"	Agency	No	15	Saloon	26723	Manual	Diesel		0.19877638623078836
1595	1958	85	Woman	2	"Public Sector - Manager"	On-line	Yes	19	Saloon	19341	Automatic	Diesel		0.3556183999342879
1596	1959	78	Woman	4+	"Public Sector - Employee"	On-line	Yes	7	Estate	15540	Manual	Diesel		0.1698827537769762
1597	1960	47	Woman	2	"Private Sector - Director"	On-line	Yes	20	Saloon	23112	Automatic	Petrol		-0.021195427059879
1598	1961	47	Man	3	Retired	Agency	No	20	Estate	37269	Manual	Diesel		0.20849665638928117
1599	1962	47	Woman	0	"Private Sector - Employee"	Agency	No	22	Estate	34540	Manual	Petrol		0.050614948352222244
1600	1963	86	Woman	0	Unemployed	Agency	No	3	Estate	15583	Automatic	Diesel		0.31170729554690518
1601	1964	63	Woman	1	"Public Sector - Director"	Agency	Yes	8	Saloon	26378	Automatic	Diesel		-0.063167698168532085
1602	1965	57	Man	1	Retired	Agency	Yes	22	Estate	38840	Automatic	Diesel		0.19498049915240839
1603	1967	72	Woman	2	Independant	On-line	No	7	Sport	29200	Manual	Diesel		0.18022389191953564
1604	1968	45	Man	4+	Retired	Agency	No	18	Saloon	20934	Manual	Petrol		0.10490251285478421
1605	1969	41	Woman	1	"Private Sector - Employee"	Agency	No	4	Estate	22421	Manual	Diesel		-0.066684854719917988
1606	1972	58	Man	2	Independant	Agency	No	16	Saloon	41030	Automatic	Petrol		0.06208889123192575
1607	1973	46	Woman	4+	"Private Sector - Manager"	Agency	No	19	Sport	23667	Automatic	Petrol		0.15809571095728858
1608	1975	68	Man	2	"Private Sector - Director"	On-line	No	5	Saloon	29680	Automatic	Diesel		0.15403303764079956
1609	1976	47	Man	0	"Public Sector - Manager"	On-line	No	4	Sport	19204	Automatic	Diesel		0.58670838190508912
1610	1977	54	Man	0	"Private Sector - Employee"	Agency	No	5	Estate	25171	Manual	Diesel		0.22723247289215315
1611	1979	51	Woman	0	Independant	On-line	No	3	Estate	31517	Manual	Petrol		0.068213818397180243
1612	1980	52	Woman	1	"Private Sector - Employee"	Agency	No	4	Sport	22228	Automatic	Diesel		0.09940035504936838
1613	1981	52	Woman	2	"Private Sector - Manager"	Agency	No	10	Sport	23452	Automatic	Petrol		0.1063937595487766
1614	1982	40	Woman	0	"Private Sector - Manager"	Agency	Yes	17	Sport	32394	Manual	Diesel		0.47472849226257252
1615	1983	44	Man	0	Independant	Agency	No	15	Estate	20405	Automatic	Diesel		0.33424562651552875
1616	1984	49	Man	2	Government	Agency	No	9	Estate	43692	Automatic	Diesel		0.082285892318709503
1617	1986	20	Woman	0	"Public Sector - Employee"	Agency	No	2	Estate	24117	Manual	Diesel		0.25683750340864991
1618	1988	54	Woman	4+	"Public Sector - Employee"	Agency	No	21	Estate	35007	Automatic	Petrol		-0.022115872724382521
1619	1989	42	Man	2	Unemployed	On-line	No	12	Saloon	47361	Automatic	Diesel		0.052215417975922052
1620	1990	35	Woman	4+	Independant	Agency	No	17	Sport	29172	Manual	Petrol		0.22241757528346667
1621	1992	39	Woman	4+	Government	Agency	No	17	Estate	20889	Manual	Diesel		0.12562739345846713
1622	1993	55	Man	2	"Public Sector - Director"	On-line	No	17	Sport	35131	Automatic	Diesel		0.29382381765962112
1623	1994	55	Man	4+	Retired	On-line	No	4	Estate	18856	Automatic	Diesel		0.13049170317300879
1624	1996	18	Woman	3	"Public Sector - Employee"	Agency	No	0	Estate	26486	Automatic	Diesel		0.11182402825816425
1625	1997	40	Man	2	Independant	Agency	No	5	Saloon	19664	Manual	Diesel		0.19075069319132471
1626	1998	37	Man	0	"Private Sector - Manager"	Agency	Yes	5	Estate	34727	Automatic	Diesel		0.38048631590820514
1627	1999	64	Woman	2	Unemployed	Agency	Yes	12	Saloon	12313	Automatic	Diesel		0.011862774360876766
1628	2000	37	Woman	1	"Public Sector - Director"	Agency	No	9	Saloon	18830	Automatic	Diesel		-0.016806925166214084
1629	2001	54	Woman	2	Retired	Agency	Yes	21	Sport	22942	Automatic	Diesel		0.24825059612341838
1630	2002	22	Woman	4+	"Private Sector - Director"	Agency	Yes	4	Estate	25502	Automatic	Diesel		0.10899474797034328
1631	2007	54	Woman	2	"Private Sector - Director"	Agency	No	17	Sport	28637	Automatic	Diesel		0.25927693230910764
1632	2008	41	Man	2	"Private Sector - Manager"	Agency	Yes	21	Sport	16376	Automatic	Diesel		0.35934139983100505
1633	2009	49	Woman	2	Retired	Agency	Yes	20	Estate	26414	Automatic	Diesel		0.087967427441851181
1634	2010	38	Man	4+	"Private Sector - Employee"	Agency	Yes	6	Sport	30866	Automatic	Petrol		0.22897981260401518
1635	2011	40	Man	1	"Public Sector - Director"	Agency	No	20	Saloon	26489	Automatic	Petrol		0.10829741353968343
1636	2012	19	Man	2	Government	Agency	No	1	Sport	21040	Manual	Petrol		0.3087381256600184
1637	2013	74	Woman	4+	"Private Sector - Director"	On-line	Yes	4	Estate	30123	Automatic	Diesel		0.0090632571299804551
1638	2014	37	Woman	2	Retired	On-line	No	9	Estate	14186	Automatic	Petrol		-0.043910207647718622
1639	2015	71	Man	2	Independant	Agency	No	21	Sport	29238	Automatic	Diesel		0.37364806033757653
1640	2016	22	Woman	1	"Public Sector - Employee"	On-line	No	4	Estate	34466	Manual	Diesel		0.1012089341046266
1641	2017	66	Woman	0	Independant	On-line	Yes	4	Saloon	26974	Manual	Petrol		0.065723186203118414
1642	2018	63	Man	4+	Independant	Agency	No	19	Saloon	32408	Automatic	Petrol		0.097457979118875063
1643	2019	56	Man	2	Independant	Agency	Yes	7	Saloon	21849	Manual	Petrol		0.037821489973885902
1644	2021	55	Man	0	Unemployed	Agency	No	18	Saloon	20451	Automatic	Petrol		0.25223772464481359
1645	2022	48	Man	4+	"Private Sector - Director"	Agency	No	18	Estate	21978	Automatic	Petrol		0.10872495287399341
1646	2024	21	Man	2	"Public Sector - Director"	Agency	No	3	Saloon	43878	Automatic	Diesel		0.069269586464577565
1647	2026	56	Man	0	"Public Sector - Director"	Agency	No	6	Sport	42969	Automatic	Diesel		0.35475764420780342
1648	2027	36	Man	0	"Public Sector - Employee"	On-line	No	4	Sport	16008	Automatic	Diesel		0.51559294232551012
1649	2028	39	Man	1	Unemployed	Agency	No	4	Estate	25527	Automatic	Diesel		0.23089091857778327
1650	2029	46	Man	4+	Student	Agency	No	4	Saloon	39320	Automatic	Petrol		0.028920742479173547
1651	2030	69	Man	4+	"Private Sector - Manager"	On-line	Yes	16	Sport	47606	Automatic	Diesel		0.2896133374365264
1652	2031	20	Woman	2	Unemployed	Agency	Yes	2	Saloon	18939	Manual	Petrol		-0.016090070887324198
1653	2032	55	Woman	4+	Government	On-line	No	14	Saloon	51697	Manual	Petrol		-0.11367694583476966
1654	2033	23	Man	2	"Public Sector - Manager"	Agency	No	5	Saloon	42107	Automatic	Diesel		0.3187571390855044
1655	2034	91	Man	2	"Public Sector - Director"	On-line	No	4	Saloon	33278	Automatic	Diesel		0.24846680174238867
1656	2035	23	Man	1	"Public Sector - Manager"	On-line	Yes	3	Sport	18901	Automatic	Diesel		0.51023664392813617
1657	2036	34	Man	1	"Private Sector - Employee"	On-line	No	3	Sport	32222	Automatic	Diesel		0.32075689828827603
1658	2037	36	Woman	4+	Government	Agency	No	18	Sport	15385	Manual	Petrol		0.1827361125769652
1659	2038	41	Woman	4+	Government	Agency	No	12	Estate	30968	Automatic	Petrol		-0.012884969916807737
1660	2039	43	Man	1	"Public Sector - Director"	Agency	Yes	3	Saloon	22578	Manual	Diesel		0.038605265050288474
1661	2042	68	Man	4+	Unemployed	On-line	Yes	16	Saloon	20384	Automatic	Diesel		0.17921614607305764
1662	2043	21	Woman	0	"Public Sector - Manager"	On-line	No	3	Sport	20933	Automatic	Diesel		0.53808168876960638
1663	2044	38	Man	4+	"Public Sector - Director"	Agency	No	20	Saloon	18385	Automatic	Diesel		0.14957520196364282
1664	2045	44	Woman	0	Independant	On-line	No	14	Estate	21278	Manual	Petrol		0.10387992004715706
1665	2046	36	Man	0	Independant	Agency	No	18	Sport	49987	Automatic	Diesel		0.51674457634949489
1666	2047	41	Man	4+	"Public Sector - Employee"	On-line	Yes	19	Sport	54088	Automatic	Diesel		0.31666020392793032
1667	2048	55	Woman	0	"Private Sector - Employee"	Agency	Yes	21	Estate	19559	Automatic	Diesel		0.12086274302119986
1668	2049	52	Woman	2	"Public Sector - Manager"	Agency	No	17	Saloon	28678	Automatic	Diesel		0.2000914775345235
1669	2050	76	Woman	4+	Unemployed	On-line	No	12	Sport	18338	Automatic	Petrol		0.29683665331811232
1670	2051	42	Woman	0	"Public Sector - Employee"	Agency	Yes	13	Estate	32980	Manual	Diesel		0.15540316995264791
1671	2053	73	Woman	4+	"Public Sector - Employee"	On-line	Yes	19	Estate	17481	Automatic	Diesel		0.013238106492514307
1672	2054	52	Man	2	"Public Sector - Manager"	Agency	Yes	14	Sport	40618	Automatic	Diesel		0.47125538833104458
1673	2057	47	Woman	2	Student	Agency	No	21	Estate	28278	Automatic	Petrol		-0.017754041802393185
1674	2058	74	Woman	0	"Private Sector - Manager"	On-line	No	22	Estate	18842	Manual	Diesel		0.19254492857713612
1675	2059	22	Man	4+	Retired	Agency	No	4	Estate	23441	Automatic	Petrol		0.14277316865102724
1676	2060	50	Woman	4+	"Private Sector - Manager"	Agency	No	20	Estate	18157	Automatic	Petrol		-0.062494300452258067
1677	2061	41	Man	1	"Private Sector - Manager"	Agency	No	15	Saloon	21161	Automatic	Diesel		0.20480542847407546
1678	2062	47	Woman	2	Unemployed	Agency	No	19	Estate	34146	Automatic	Diesel		0.076024020897603489
1679	2064	36	Man	4+	"Private Sector - Director"	On-line	Yes	14	Saloon	22845	Automatic	Diesel		0.27115032297978026
1680	2065	46	Man	4+	Student	Agency	Yes	11	Sport	17604	Automatic	Petrol		0.21016729126185968
1681	2066	54	Woman	4+	"Public Sector - Director"	Agency	No	12	Estate	29796	Manual	Diesel		-0.016276056495722571
1682	2067	22	Woman	4+	"Private Sector - Manager"	Agency	No	3	Sport	21474	Automatic	Diesel		0.26752082580992587
1683	2068	76	Woman	1	Independant	On-line	No	5	Sport	28468	Automatic	Diesel		0.38861339038045245
1684	2069	68	Woman	2	Government	On-line	No	5	Estate	21097	Manual	Diesel		-0.0062903538231548484
1685	2070	47	Man	0	Retired	Agency	No	3	Sport	31345	Automatic	Petrol		0.400374569563896
1686	2071	19	Woman	4+	"Public Sector - Manager"	Agency	No	1	Sport	33927	Automatic	Diesel		0.39629378832385054
1687	2073	32	Man	1	Student	Agency	No	11	Sport	24731	Automatic	Petrol		0.32995409606955356
1688	2074	51	Man	4+	Government	Agency	No	3	Sport	24340	Automatic	Petrol		0.23969861853548907
1689	2075	40	Woman	2	"Private Sector - Director"	On-line	Yes	20	Estate	31677	Automatic	Diesel		0.14763642235346655
1690	2076	49	Woman	4+	Student	Agency	No	16	Estate	18386	Automatic	Diesel		0.013008917388310261
1691	2077	37	Woman	4+	Independant	Agency	No	16	Estate	13443	Automatic	Petrol		-0.012735043818572243
