ContractId,Age,Gender,Children,Profession,"Customer Type","Multiple cars","Driving Licence Years","Car category","Annual Kilometers",Gearbox,Fuel
908,49,Woman,4+,Unemployed,Agency,No,19,Sport,40332,Manual,Diesel
910,49,Woman,2,"Public Sector - Director",Agency,No,20,Saloon,25864,Manual,Petrol
911,57,Woman,2,"Public Sector - Director",Agency,No,21,Sport,28068,Manual,Diesel
912,44,Woman,2,Student,Agency,No,14,Saloon,32012,Automatic,Diesel
916,31,Woman,4+,Retired,Agency,No,13,Estate,24284,Manual,Diesel
917,70,Woman,2,Independant,Agency,No,17,Saloon,29641,Automatic,Diesel
918,41,Man,2,Independant,Agency,No,12,Sport,34389,Automatic,Diesel
919,43,Man,2,"Public Sector - Director",Agency,Yes,22,Saloon,15426,Automatic,Diesel
920,31,Woman,4+,"Private Sector - Director",Agency,No,3,Sport,31738,Automatic,Diesel
921,44,Man,1,"Public Sector - Manager",Agency,Yes,9,Estate,27262,Automatic,Diesel
922,30,Man,2,Government,Agency,No,7,Saloon,16467,Manual,Petrol
923,21,Man,0,"Private Sector - Employee",Agency,No,3,Sport,28566,Manual,Diesel
925,19,Woman,2,"Public Sector - Employee",Agency,No,1,Saloon,36610,Manual,Diesel
926,44,Woman,1,Retired,On-line,No,10,Saloon,14899,Automatic,Diesel
927,81,Man,2,"Public Sector - Employee",On-line,No,10,Sport,46707,Automatic,Petrol
928,30,Woman,4+,"Public Sector - Manager",Agency,Yes,12,Sport,28274,Automatic,Diesel
929,32,Woman,2,Retired,On-line,No,12,Saloon,17006,Automatic,Diesel
930,36,Woman,4+,Government,Agency,No,7,Sport,16776,Automatic,Petrol
931,56,Woman,1,Retired,Agency,No,20,Saloon,39771,Automatic,Diesel
932,56,Woman,4+,"Private Sector - Director",Agency,Yes,13,Saloon,18783,Automatic,Diesel
933,37,Man,4+,"Private Sector - Director",On-line,No,19,Estate,24319,Automatic,Petrol
935,47,Woman,4+,"Private Sector - Director",On-line,No,5,Sport,18020,Automatic,Petrol
936,29,Man,4+,"Private Sector - Director",Agency,Yes,5,Sport,30065,Automatic,Diesel
940,51,Woman,2,"Private Sector - Employee",Agency,No,15,Estate,39685,Automatic,Petrol
941,18,Woman,4+,Unemployed,On-line,No,0,Estate,27607,Automatic,Petrol
942,36,Man,1,Government,On-line,No,6,Sport,22389,Automatic,Diesel
945,52,Man,2,Unemployed,Agency,Yes,10,Saloon,16935,Automatic,Petrol
947,21,Man,1,Independant,On-line,No,3,Saloon,24666,Manual,Petrol
948,49,Man,0,"Public Sector - Director",Agency,No,13,Sport,14401,Manual,Petrol
949,64,Woman,2,Retired,Agency,No,22,Saloon,21102,Automatic,Diesel
950,70,Woman,4+,"Private Sector - Director",On-line,No,16,Sport,29758,Automatic,Diesel
951,66,Man,1,"Private Sector - Employee",Agency,No,21,Estate,22361,Manual,Diesel
952,52,Woman,2,"Private Sector - Employee",Agency,Yes,3,Saloon,18426,Automatic,Petrol
953,46,Woman,2,Student,On-line,No,9,Saloon,22968,Automatic,Diesel
955,18,Man,4+,Unemployed,Agency,Yes,0,Sport,24188,Automatic,Diesel
956,25,Man,1,"Public Sector - Employee",Agency,Yes,7,Saloon,33432,Manual,Petrol
957,56,Woman,1,"Private Sector - Employee",On-line,No,10,Saloon,34301,Manual,Diesel
960,44,Woman,4+,"Public Sector - Manager",Agency,No,21,Estate,18790,Manual,Petrol
961,26,Man,0,Independant,On-line,No,8,Saloon,22205,Automatic,Petrol
962,26,Woman,1,Independant,Agency,No,8,Saloon,26780,Automatic,Diesel
963,46,Man,2,"Private Sector - Manager",Agency,No,12,Sport,17988,Automatic,Diesel
964,29,Man,4+,"Private Sector - Director",On-line,Yes,11,Saloon,22151,Manual,Diesel
965,24,Man,3,"Public Sector - Employee",On-line,No,6,Saloon,32759,Manual,Diesel
966,54,Woman,1,"Public Sector - Manager",Agency,No,6,Sport,25071,Automatic,Diesel
968,29,Man,2,Independant,Agency,Yes,11,Saloon,14744,Automatic,Diesel
969,47,Woman,0,"Public Sector - Employee",Agency,Yes,14,Sport,23033,Automatic,Diesel
971,62,Woman,3,Unemployed,Agency,Yes,5,Sport,9001,Automatic,Diesel
972,40,Man,1,Unemployed,Agency,No,20,Estate,13912,Manual,Diesel
973,75,Man,4+,Unemployed,Agency,Yes,21,Saloon,19874,Manual,Petrol
974,33,Man,2,"Public Sector - Director",Agency,No,15,Saloon,36676,Automatic,Petrol
975,75,Man,3,Unemployed,Agency,No,21,Saloon,17093,Automatic,Diesel
977,39,Man,4+,"Public Sector - Manager",Agency,Yes,3,Sport,31409,Automatic,Diesel
978,20,Man,4+,"Public Sector - Employee",Agency,Yes,2,Estate,24998,Automatic,Diesel
979,24,Man,2,Independant,Agency,No,6,Saloon,26471,Automatic,Diesel
980,45,Man,4+,"Public Sector - Employee",On-line,Yes,21,Saloon,15216,Automatic,Diesel
981,33,Woman,2,Independant,Agency,No,15,Estate,30062,Automatic,Diesel
982,48,Man,4+,"Public Sector - Director",Agency,Yes,17,Saloon,24743,Automatic,Petrol
983,55,Man,0,Student,Agency,No,10,Estate,21740,Automatic,Diesel
984,21,Woman,2,"Private Sector - Director",Agency,No,3,Sport,24303,Automatic,Diesel
985,21,Man,3,Government,On-line,No,3,Estate,23672,Automatic,Diesel
986,54,Woman,1,Independant,Agency,Yes,21,Estate,24912,Automatic,Diesel
987,72,Man,1,"Private Sector - Manager",On-line,Yes,19,Saloon,23964,Automatic,Diesel
988,30,Man,4+,Independant,Agency,No,9,Saloon,38699,Manual,Diesel
990,35,Woman,0,"Private Sector - Director",Agency,Yes,8,Sport,25751,Manual,Diesel
991,67,Man,2,"Public Sector - Director",On-line,Yes,18,Saloon,34386,Manual,Diesel
992,66,Woman,2,Independant,Agency,Yes,4,Saloon,20935,Automatic,Petrol
993,46,Woman,0,"Private Sector - Director",Agency,No,15,Sport,26955,Manual,Petrol
994,76,Man,2,"Private Sector - Manager",Agency,No,7,Saloon,32408,Automatic,Diesel
995,72,Man,4+,"Private Sector - Director",Agency,No,6,Estate,25329,Automatic,Petrol
996,50,Man,0,"Public Sector - Director",Agency,No,12,Sport,37072,Manual,Petrol
997,46,Woman,2,"Private Sector - Director",Agency,Yes,4,Sport,25933,Manual,Diesel
998,47,Woman,2,Retired,Agency,No,17,Estate,14169,Automatic,Diesel
999,53,Man,2,"Private Sector - Employee",Agency,No,18,Estate,25759,Automatic,Petrol
1000,23,Man,4+,Student,Agency,Yes,5,Estate,22844,Automatic,Diesel
1001,49,Woman,4+,"Public Sector - Director",Agency,No,4,Estate,30100,Automatic,Diesel
1003,74,Woman,1,Retired,Agency,Yes,19,Estate,20111,Automatic,Petrol
1005,71,Woman,1,"Public Sector - Employee",On-line,No,4,Sport,25166,Automatic,Diesel
1006,57,Woman,2,Government,On-line,Yes,3,Sport,20965,Automatic,Diesel
1008,41,Woman,4+,"Public Sector - Director",Agency,No,12,Saloon,31591,Automatic,Petrol
1009,51,Man,2,Government,Agency,Yes,4,Sport,27049,Automatic,Diesel
1010,65,Man,1,"Public Sector - Manager",Agency,No,4,Saloon,26843,Automatic,Petrol
1011,45,Woman,4+,"Private Sector - Director",On-line,No,15,Sport,18032,Automatic,Diesel
1012,21,Woman,2,"Public Sector - Manager",On-line,Yes,3,Estate,30867,Manual,Petrol
1013,19,Woman,4+,Government,Agency,No,1,Estate,16423,Manual,Diesel
1014,38,Woman,4+,"Private Sector - Director",On-line,No,6,Saloon,21897,Automatic,Diesel
1015,52,Woman,4+,"Private Sector - Employee",Agency,No,5,Estate,14361,Automatic,Diesel
1016,54,Woman,4+,Student,Agency,No,6,Sport,14286,Automatic,Diesel
1017,37,Woman,1,Student,Agency,No,11,Saloon,18339,Automatic,Petrol
1019,19,Man,2,"Public Sector - Director",Agency,Yes,1,Sport,20079,Manual,Diesel
1020,56,Man,1,"Public Sector - Employee",On-line,Yes,9,Estate,26982,Manual,Diesel
1021,50,Woman,2,Student,On-line,No,19,Estate,24834,Automatic,Diesel
1022,46,Man,4+,"Public Sector - Director",Agency,No,14,Sport,23200,Manual,Petrol
1023,51,Woman,2,"Public Sector - Employee",Agency,Yes,21,Estate,18387,Automatic,Diesel
1024,39,Woman,4+,"Public Sector - Director",Agency,No,5,Sport,22484,Manual,Petrol
1025,78,Man,2,Retired,Agency,No,12,Sport,44289,Automatic,Petrol
1027,68,Man,4+,Unemployed,Agency,No,4,Sport,28572,Automatic,Diesel
1029,54,Man,4+,Independant,Agency,No,21,Estate,33469,Automatic,Diesel
1030,51,Woman,0,Independant,Agency,No,12,Saloon,35892,Automatic,Petrol
1031,45,Woman,4+,Independant,On-line,Yes,18,Sport,25824,Automatic,Diesel
1032,58,Man,4+,"Private Sector - Director",Agency,No,21,Estate,34383,Manual,Diesel
1034,29,Woman,4+,Unemployed,Agency,No,11,Sport,30703,Automatic,Diesel
1035,40,Man,0,"Public Sector - Manager",Agency,No,15,Sport,31444,Automatic,Diesel
1037,39,Woman,2,Independant,Agency,No,15,Estate,24796,Automatic,Diesel
1038,18,Woman,2,Government,On-line,Yes,0,Saloon,22706,Automatic,Petrol
1039,61,Woman,2,Unemployed,Agency,No,17,Sport,25157,Automatic,Diesel
1041,61,Man,4+,Independant,Agency,No,21,Estate,26769,Automatic,Diesel
1042,25,Man,2,Independant,Agency,Yes,7,Estate,10374,Automatic,Petrol
1044,46,Woman,0,"Public Sector - Director",Agency,No,20,Saloon,18130,Automatic,Petrol
1045,44,Man,0,"Public Sector - Employee",On-line,Yes,19,Sport,16000,Manual,Petrol
1046,58,Woman,2,"Private Sector - Employee",Agency,Yes,21,Estate,41231,Automatic,Diesel
1047,58,Man,0,Government,Agency,Yes,3,Sport,17603,Automatic,Diesel
1049,46,Woman,0,Government,Agency,Yes,13,Estate,14143,Automatic,Petrol
1050,30,Man,3,Government,On-line,No,12,Estate,14506,Automatic,Diesel
1051,78,Woman,2,Unemployed,Agency,Yes,13,Sport,34295,Automatic,Petrol
1052,50,Woman,4+,"Private Sector - Director",Agency,No,21,Saloon,21952,Automatic,Diesel
1053,64,Man,2,"Public Sector - Employee",On-line,No,5,Sport,19896,Automatic,Petrol
1054,36,Woman,0,Government,Agency,No,12,Estate,27838,Automatic,Petrol
1055,28,Woman,2,Government,Agency,No,10,Estate,28506,Automatic,Diesel
1056,23,Woman,1,Independant,Agency,No,5,Estate,23037,Manual,Diesel
1057,20,Man,1,"Private Sector - Director",Agency,Yes,2,Sport,32744,Manual,Diesel
1058,23,Woman,0,Student,Agency,No,5,Saloon,24640,Manual,Diesel
1060,41,Woman,4+,"Private Sector - Director",Agency,No,13,Sport,26428,Manual,Diesel
1061,25,Man,2,Independant,Agency,Yes,7,Saloon,22851,Automatic,Diesel
1062,51,Woman,2,"Private Sector - Manager",Agency,No,17,Sport,20874,Automatic,Petrol
1063,71,Man,0,"Public Sector - Manager",Agency,No,19,Estate,25572,Automatic,Diesel
1064,52,Woman,0,Unemployed,Agency,Yes,9,Sport,32524,Automatic,Petrol
1065,72,Woman,4+,Government,Agency,Yes,8,Saloon,24797,Manual,Petrol
1066,43,Woman,1,"Private Sector - Manager",On-line,No,22,Saloon,34297,Automatic,Diesel
1067,41,Woman,2,"Private Sector - Manager",Agency,Yes,3,Estate,15427,Manual,Petrol
1068,23,Woman,0,"Private Sector - Manager",Agency,No,5,Estate,34348,Automatic,Diesel
1069,38,Woman,0,Unemployed,On-line,Yes,7,Sport,26538,Automatic,Petrol
1071,41,Man,1,"Public Sector - Manager",On-line,Yes,6,Sport,30030,Automatic,Diesel
1072,48,Woman,4+,Student,On-line,Yes,3,Estate,18962,Manual,Diesel
1075,61,Man,1,Government,Agency,Yes,9,Saloon,19133,Automatic,Diesel
1077,20,Woman,4+,Independant,Agency,No,2,Estate,29184,Automatic,Petrol
1078,74,Woman,2,Independant,On-line,No,6,Sport,25908,Automatic,Diesel
1079,67,Woman,0,"Public Sector - Director",Agency,Yes,12,Estate,26746,Automatic,Diesel
1080,40,Man,2,"Private Sector - Director",On-line,Yes,13,Estate,15576,Automatic,Diesel
1081,88,Man,4+,"Public Sector - Manager",Agency,Yes,16,Saloon,27083,Automatic,Diesel
1082,78,Man,2,Student,Agency,Yes,19,Saloon,25728,Manual,Diesel
1083,46,Man,2,"Public Sector - Manager",On-line,Yes,20,Saloon,17863,Automatic,Petrol
1085,47,Woman,2,"Private Sector - Director",Agency,No,12,Sport,28047,Manual,Diesel
1086,22,Woman,1,"Public Sector - Manager",Agency,No,4,Estate,20078,Automatic,Petrol
1087,57,Woman,4+,"Private Sector - Manager",On-line,No,7,Sport,36919,Automatic,Diesel
1088,67,Man,1,Unemployed,Agency,No,17,Sport,33075,Manual,Petrol
1089,48,Man,4+,"Private Sector - Manager",On-line,No,13,Saloon,29963,Automatic,Diesel
1090,35,Man,1,Unemployed,Agency,No,17,Sport,22998,Manual,Diesel
1091,84,Man,4+,Independant,Agency,No,18,Estate,20272,Automatic,Diesel
1093,38,Man,0,Student,On-line,No,15,Sport,22874,Automatic,Diesel
1094,55,Man,1,"Public Sector - Employee",Agency,No,17,Saloon,23492,Automatic,Petrol
1096,70,Woman,2,Independant,Agency,Yes,19,Sport,28554,Automatic,Diesel
1098,20,Woman,2,"Private Sector - Director",On-line,No,2,Sport,41208,Automatic,Diesel
1099,67,Man,2,Student,Agency,No,7,Sport,14001,Automatic,Petrol
1100,25,Man,4+,"Private Sector - Manager",Agency,Yes,6,Sport,24140,Automatic,Petrol
1101,67,Woman,2,"Private Sector - Employee",Agency,No,11,Estate,34797,Automatic,Diesel
1102,75,Woman,1,Government,Agency,No,7,Saloon,32070,Automatic,Diesel
1105,33,Man,4+,Government,Agency,No,14,Sport,26634,Automatic,Diesel
1106,70,Man,3,"Public Sector - Manager",Agency,No,12,Saloon,22996,Automatic,Diesel
1108,49,Man,4+,Independant,Agency,Yes,17,Estate,21947,Manual,Diesel
1109,73,Woman,2,"Public Sector - Employee",Agency,No,13,Sport,21341,Automatic,Diesel
1110,55,Woman,2,Independant,On-line,No,4,Saloon,22918,Automatic,Diesel
1111,22,Man,0,Independant,Agency,Yes,4,Estate,30218,Automatic,Diesel
1112,33,Woman,2,Retired,On-line,Yes,6,Estate,15752,Automatic,Diesel
1113,49,Woman,0,Independant,Agency,No,7,Saloon,12497,Manual,Diesel
1114,77,Man,4+,Unemployed,On-line,No,19,Saloon,25256,Manual,Diesel
1115,72,Man,1,Independant,Agency,Yes,18,Saloon,21246,Manual,Diesel
1116,40,Woman,1,"Public Sector - Director",Agency,No,12,Estate,16205,Manual,Petrol
1118,74,Woman,4+,Government,On-line,No,20,Saloon,34874,Automatic,Diesel
1119,76,Woman,2,Unemployed,Agency,No,14,Saloon,17218,Automatic,Petrol
1120,54,Man,4+,Government,Agency,No,16,Sport,15554,Automatic,Petrol
1122,36,Man,4+,Student,Agency,No,10,Saloon,26885,Automatic,Diesel
1123,31,Woman,4+,"Public Sector - Employee",Agency,No,12,Saloon,20830,Automatic,Petrol
1124,63,Woman,4+,"Private Sector - Manager",On-line,Yes,14,Estate,17639,Manual,Diesel
1125,38,Man,4+,"Private Sector - Manager",Agency,Yes,11,Saloon,19364,Automatic,Diesel
1126,26,Woman,4+,"Public Sector - Manager",Agency,No,8,Estate,27411,Manual,Diesel
1127,55,Woman,2,"Public Sector - Director",Agency,No,11,Estate,19587,Automatic,Petrol
1128,74,Man,2,"Public Sector - Director",Agency,No,5,Saloon,28358,Manual,Petrol
1129,18,Woman,2,"Private Sector - Director",Agency,Yes,0,Estate,29195,Automatic,Diesel
1130,53,Woman,4+,Retired,Agency,No,22,Saloon,32483,Automatic,Diesel
1133,56,Woman,2,Independant,Agency,No,14,Sport,24483,Automatic,Diesel
1134,23,Woman,1,Independant,Agency,No,5,Sport,16759,Automatic,Diesel
1135,37,Man,2,Government,Agency,Yes,3,Saloon,22561,Manual,Diesel
1136,46,Woman,1,"Private Sector - Director",Agency,Yes,4,Estate,23412,Manual,Petrol
1137,32,Woman,1,Retired,On-line,No,14,Estate,16051,Automatic,Diesel
1139,73,Woman,4+,"Private Sector - Manager",Agency,No,6,Saloon,31344,Automatic,Diesel
1140,18,Man,2,Independant,Agency,No,0,Saloon,19968,Automatic,Petrol
1142,53,Man,2,Unemployed,On-line,No,8,Estate,32691,Manual,Diesel
1143,48,Man,3,"Public Sector - Manager",Agency,Yes,22,Estate,23807,Automatic,Diesel
1144,40,Woman,4+,Unemployed,Agency,No,5,Saloon,15226,Manual,Diesel
1145,22,Woman,4+,"Private Sector - Manager",On-line,No,3,Sport,23525,Automatic,Petrol
1146,57,Woman,4+,"Public Sector - Director",Agency,No,5,Saloon,35927,Automatic,Petrol
1148,25,Woman,4+,"Public Sector - Director",Agency,Yes,7,Sport,44609,Automatic,Petrol
1149,46,Man,0,"Public Sector - Employee",On-line,Yes,3,Sport,39426,Automatic,Diesel
1150,28,Woman,1,"Private Sector - Manager",On-line,No,8,Estate,21859,Automatic,Petrol
1151,45,Woman,0,"Private Sector - Employee",On-line,No,9,Sport,14525,Automatic,Diesel
1152,18,Woman,2,"Public Sector - Director",Agency,No,0,Sport,12932,Automatic,Diesel
1154,48,Man,2,"Public Sector - Manager",Agency,No,16,Saloon,26004,Automatic,Petrol
1155,72,Woman,2,Student,On-line,No,19,Saloon,32855,Automatic,Diesel
1157,41,Woman,4+,"Private Sector - Manager",Agency,No,19,Estate,36889,Manual,Petrol
1158,50,Woman,2,Independant,Agency,Yes,13,Sport,32152,Manual,Petrol
1159,41,Woman,2,Independant,On-line,Yes,17,Estate,21647,Automatic,Diesel
1160,53,Woman,2,Independant,Agency,Yes,4,Sport,25994,Automatic,Diesel
1161,74,Woman,3,Independant,Agency,Yes,16,Estate,15494,Automatic,Diesel
1162,63,Man,1,"Private Sector - Employee",On-line,No,12,Estate,24682,Automatic,Petrol
1163,46,Man,1,"Public Sector - Director",On-line,Yes,15,Saloon,22418,Automatic,Diesel
1165,45,Woman,0,"Public Sector - Director",Agency,Yes,10,Estate,20845,Manual,Diesel
1166,18,Man,0,Independant,Agency,No,0,Sport,37927,Manual,Diesel
1168,47,Woman,2,Unemployed,On-line,Yes,4,Estate,30934,Automatic,Diesel
1169,50,Man,2,"Private Sector - Employee",Agency,Yes,17,Saloon,34298,Automatic,Diesel
1170,43,Man,0,Independant,Agency,No,10,Sport,37782,Automatic,Diesel
1171,53,Man,4+,Retired,Agency,No,19,Sport,25284,Automatic,Diesel
1172,26,Woman,1,Student,Agency,No,8,Estate,23631,Automatic,Diesel
1173,28,Woman,4+,Government,On-line,No,10,Sport,14883,Automatic,Diesel
1174,29,Man,2,Student,On-line,No,4,Sport,19496,Automatic,Diesel
1176,57,Man,3,Independant,Agency,No,14,Estate,19403,Automatic,Diesel
1177,33,Woman,4+,"Private Sector - Manager",On-line,No,8,Saloon,21249,Automatic,Petrol
1178,42,Woman,2,"Public Sector - Employee",Agency,No,16,Sport,27085,Automatic,Diesel
1179,62,Woman,4+,Retired,Agency,Yes,18,Saloon,39319,Manual,Diesel
1180,35,Man,0,"Private Sector - Manager",On-line,No,11,Sport,18268,Manual,Diesel
1181,46,Woman,2,Government,Agency,No,22,Sport,32354,Automatic,Diesel
1183,24,Man,2,"Private Sector - Director",Agency,No,6,Saloon,26563,Manual,Diesel
1184,72,Man,4+,"Private Sector - Manager",Agency,No,14,Saloon,18600,Manual,Diesel
1185,31,Woman,0,Retired,Agency,No,13,Estate,17010,Automatic,Diesel
1186,42,Woman,0,"Private Sector - Employee",Agency,Yes,9,Saloon,49342,Automatic,Diesel
1187,51,Woman,2,Retired,Agency,No,5,Sport,25295,Automatic,Diesel
1188,55,Man,4+,Student,On-line,Yes,5,Saloon,29351,Automatic,Diesel
1189,47,Man,4+,Government,Agency,Yes,13,Saloon,24253,Automatic,Diesel
1190,56,Woman,1,"Public Sector - Manager",On-line,No,3,Saloon,15291,Automatic,Diesel
1191,27,Woman,4+,Independant,On-line,Yes,8,Estate,33330,Automatic,Petrol
1192,47,Man,2,Unemployed,On-line,Yes,10,Saloon,10097,Automatic,Diesel
1194,25,Woman,3,Unemployed,Agency,No,7,Sport,18435,Manual,Diesel
1195,27,Woman,2,"Private Sector - Director",Agency,No,9,Estate,33457,Automatic,Petrol
1196,45,Man,4+,Unemployed,On-line,No,3,Sport,15449,Automatic,Diesel
1198,48,Woman,2,"Private Sector - Manager",Agency,No,4,Saloon,16053,Manual,Diesel
1199,47,Man,0,"Private Sector - Manager",Agency,No,13,Estate,14860,Automatic,Diesel
1200,62,Woman,2,"Public Sector - Director",On-line,Yes,8,Estate,19783,Automatic,Diesel
1201,46,Woman,4+,Independant,Agency,Yes,13,Saloon,43080,Manual,Diesel
1203,62,Man,1,Independant,Agency,Yes,9,Estate,38847,Automatic,Diesel
1204,30,Man,1,Independant,On-line,No,12,Estate,22636,Manual,Petrol
1205,55,Man,1,Student,Agency,No,12,Estate,25011,Automatic,Petrol
1206,36,Woman,2,"Public Sector - Director",Agency,No,13,Estate,28781,Automatic,Diesel
1207,45,Woman,2,"Private Sector - Director",Agency,Yes,18,Saloon,36368,Automatic,Diesel
1208,79,Woman,4+,"Public Sector - Director",Agency,No,20,Sport,11940,Automatic,Diesel
1209,50,Woman,2,Independant,On-line,No,11,Estate,23700,Manual,Diesel
1210,27,Woman,2,Retired,Agency,No,3,Saloon,18862,Automatic,Petrol
1211,44,Woman,4+,Unemployed,Agency,Yes,19,Saloon,36087,Automatic,Diesel
1212,21,Woman,0,"Private Sector - Director",On-line,No,3,Estate,30367,Manual,Diesel
1213,76,Woman,1,"Private Sector - Employee",Agency,No,19,Estate,27640,Automatic,Diesel
1214,29,Woman,4+,"Private Sector - Employee",On-line,No,11,Saloon,22780,Automatic,Diesel
1215,44,Man,0,"Private Sector - Director",Agency,No,11,Estate,36477,Automatic,Diesel
1216,50,Man,4+,Independant,On-line,No,9,Estate,30134,Automatic,Diesel
1219,68,Man,4+,"Private Sector - Director",Agency,Yes,11,Estate,18771,Automatic,Diesel
1220,33,Woman,0,Retired,Agency,No,14,Sport,34066,Automatic,Diesel
1221,58,Woman,4+,Retired,Agency,No,4,Saloon,48149,Manual,Diesel
1222,20,Man,0,"Public Sector - Director",Agency,No,2,Sport,10862,Manual,Petrol
1223,40,Woman,2,"Private Sector - Manager",Agency,Yes,21,Sport,50356,Automatic,Diesel
1224,59,Woman,0,Retired,On-line,Yes,17,Sport,34657,Automatic,Petrol
1226,19,Man,0,Unemployed,On-line,No,1,Sport,21166,Automatic,Petrol
1227,55,Woman,0,"Public Sector - Manager",On-line,No,19,Estate,24408,Automatic,Petrol
1228,64,Man,1,Student,Agency,No,19,Saloon,23147,Automatic,Diesel
1230,53,Man,3,Independant,Agency,No,6,Saloon,24022,Automatic,Diesel
1231,28,Woman,1,Unemployed,Agency,No,10,Sport,38997,Automatic,Diesel
1233,51,Woman,2,Student,Agency,Yes,17,Estate,44457,Automatic,Petrol
1234,75,Man,0,"Public Sector - Manager",Agency,No,7,Estate,33446,Manual,Diesel
1235,42,Man,4+,Retired,Agency,No,20,Saloon,23616,Manual,Petrol
1236,41,Man,1,Independant,Agency,Yes,10,Saloon,19329,Automatic,Petrol
1238,37,Man,4+,"Public Sector - Manager",Agency,Yes,11,Saloon,33564,Manual,Petrol
1239,57,Woman,4+,Retired,Agency,No,22,Saloon,17456,Manual,Diesel
1240,48,Man,1,Student,Agency,No,21,Sport,21601,Automatic,Diesel
1241,41,Woman,2,"Private Sector - Director",Agency,No,18,Estate,19822,Automatic,Petrol
1242,79,Woman,0,Independant,Agency,No,18,Sport,29581,Automatic,Petrol
1243,40,Woman,4+,Unemployed,Agency,No,10,Saloon,16287,Manual,Petrol
1244,51,Woman,0,Independant,On-line,Yes,22,Saloon,38373,Automatic,Petrol
1245,44,Man,0,Government,Agency,No,10,Saloon,38983,Automatic,Petrol
1246,42,Man,1,"Public Sector - Employee",Agency,No,22,Sport,27642,Automatic,Petrol
1247,59,Woman,2,Retired,On-line,No,6,Estate,29615,Automatic,Diesel
1248,56,Man,2,Independant,Agency,No,13,Saloon,23073,Manual,Diesel
1249,28,Woman,0,Independant,Agency,Yes,8,Estate,16919,Automatic,Petrol
1250,70,Woman,4+,"Public Sector - Employee",Agency,Yes,4,Sport,16239,Manual,Diesel
1253,77,Man,1,Unemployed,Agency,Yes,12,Sport,21635,Manual,Diesel
1255,19,Woman,0,Student,Agency,No,1,Saloon,37749,Manual,Petrol
1256,47,Man,1,"Public Sector - Director",Agency,No,13,Estate,21978,Automatic,Diesel
1257,81,Woman,0,Independant,On-line,No,9,Estate,20539,Manual,Diesel
1258,47,Woman,2,"Private Sector - Director",Agency,Yes,16,Sport,19332,Automatic,Diesel
1259,56,Woman,0,Retired,Agency,Yes,22,Estate,13206,Manual,Petrol
1260,22,Man,2,"Private Sector - Manager",On-line,No,4,Sport,13569,Automatic,Diesel
1261,21,Woman,0,"Private Sector - Manager",Agency,No,3,Estate,21355,Automatic,Petrol
1262,22,Woman,1,"Public Sector - Director",Agency,No,4,Sport,22185,Manual,Petrol
1263,56,Woman,4+,Student,On-line,Yes,14,Sport,19787,Automatic,Petrol
1265,21,Woman,0,"Private Sector - Director",Agency,No,3,Estate,46500,Automatic,Petrol
1266,54,Woman,2,Retired,Agency,No,10,Estate,31462,Automatic,Petrol
1268,77,Man,4+,Government,Agency,No,9,Estate,23168,Manual,Petrol
1269,57,Woman,2,Unemployed,On-line,No,12,Saloon,21298,Automatic,Diesel
1270,38,Woman,4+,"Public Sector - Director",Agency,No,10,Sport,24934,Automatic,Diesel
1271,85,Man,4+,"Private Sector - Manager",Agency,Yes,15,Estate,21417,Automatic,Diesel
1272,23,Woman,4+,Retired,Agency,Yes,5,Estate,32213,Manual,Diesel
1273,80,Man,4+,Unemployed,On-line,Yes,4,Saloon,16620,Manual,Diesel
1274,21,Man,2,"Public Sector - Employee",On-line,No,3,Saloon,15041,Manual,Diesel
1275,35,Man,2,Retired,Agency,Yes,10,Estate,25082,Manual,Petrol
1276,59,Man,2,"Public Sector - Director",Agency,Yes,15,Saloon,26783,Automatic,Petrol
1277,20,Woman,2,Independant,Agency,Yes,2,Estate,18622,Automatic,Diesel
1278,38,Man,0,Independant,Agency,Yes,20,Sport,19085,Automatic,Diesel
1279,31,Woman,2,"Public Sector - Director",Agency,No,13,Saloon,25438,Automatic,Diesel
1282,38,Woman,2,"Public Sector - Employee",Agency,Yes,6,Estate,22456,Manual,Diesel
1283,48,Man,0,Unemployed,Agency,Yes,14,Sport,18803,Automatic,Diesel
1285,67,Man,2,Student,Agency,No,10,Estate,14960,Automatic,Diesel
1286,68,Man,0,Student,Agency,Yes,8,Estate,24660,Manual,Petrol
1288,86,Woman,2,"Private Sector - Manager",Agency,No,14,Estate,54673,Automatic,Diesel
1289,50,Woman,0,Government,On-line,No,21,Saloon,14089,Manual,Diesel
1290,41,Man,2,"Public Sector - Manager",On-line,No,10,Sport,50673,Manual,Diesel
1291,56,Woman,4+,Independant,Agency,No,9,Saloon,15678,Automatic,Diesel
1292,76,Woman,1,"Public Sector - Employee",On-line,No,10,Sport,35460,Manual,Petrol
1293,45,Man,0,Unemployed,On-line,Yes,18,Saloon,34158,Automatic,Diesel
1294,72,Woman,4+,"Public Sector - Manager",Agency,No,7,Saloon,32266,Automatic,Diesel
1297,25,Woman,0,Retired,Agency,Yes,5,Sport,25574,Automatic,Diesel
1298,66,Woman,3,"Public Sector - Employee",Agency,Yes,18,Sport,30947,Manual,Diesel
1299,40,Man,0,"Private Sector - Manager",Agency,No,13,Sport,24476,Manual,Diesel
1300,67,Woman,4+,Independant,Agency,Yes,12,Estate,34510,Automatic,Diesel
1301,56,Man,1,"Private Sector - Employee",Agency,No,3,Estate,30779,Manual,Diesel
